Sl.No.,BO_MFClientID,DOB,InvestType,Paymentmode,FundType,MFNo,MFInvestment,Tenure,TenureInDays,Gender,ADDITIONALPRODUCTSPURCHASED,RFMID,Brokerage_Per_Day,Status
17371,322272,00:00.0,LUMSUM,CHEQUE,NFO,1,10039.498,3,3,M,N,555,3346.499333,Continuing
17372,322273,00:00.0,LUMSUM,CHEQUE,ONGOING,3,469560.1567,301552,100517,M,N,151,4.67145017,Completed
17373,322276,00:00.0,SIP,CHEQUE,ONGOING,1,10152.3224,115597,115597,F,N,131,0.087825137,Completed
17374,322278,00:00.0,SIP,CHEQUE,ONGOING,1,5891.1278,119485,119485,M,N,121,0.049304329,Completed
17375,322282,00:00.0,SIP,CHEQUE,ONGOING,8,782882.4482,97497,12187,M,N,152,64.23914402,Continuing
17376,322558,00:00.0,SIP,CHEQUE,ONGOING,2,898598.1843,232888,116444,M,N,151,7.716998594,Completed
17377,322838,00:00.0,SIP,CHEQUE,ONGOING,1,5579.0629,28764,28764,F,N,141,0.193959912,Continuing
17378,322874,00:00.0,SIP,CHEQUE,ONGOING,1,238182.9766,123129,123129,M,N,151,1.934418184,Completed
17379,322875,00:00.0,SIP,CHEQUE,ONGOING,7,886072.6422,349871,49981,M,N,525,17.72818956,Continuing
17380,322876,00:00.0,LUMSUM,CHEQUE,NFO,1,44320.7797,65099,65099,M,N,151,0.680821206,Completed
17381,322878,00:00.0,SIP,CHEQUE,ONGOING,1,394165.2215,106640,106640,M,N,151,3.696223007,Completed
17382,322879,00:00.0,SIP,CHEQUE,ONGOING,1,201017.1333,115441,115441,M,Y,111,1.741297575,Completed
17383,322881,00:00.0,SIP,CHEQUE,ONGOING,2,798272.8576,227998,113999,F,N,151,7.002454913,Completed
17384,322884,00:00.0,SIP,CHEQUE,ONGOING,5,508281.7706,144313,28862,M,N,151,17.61076054,Continuing
17385,323145,00:00.0,SIP,CHEQUE,ONGOING,1,106502.1005,11038,11038,M,N,151,9.648677342,Continuing
17386,323146,00:00.0,SIP,CHEQUE,ONGOING,1,31529.9729,2605,2605,M,N,151,12.10363643,Continuing
17387,323147,00:00.0,SIP,CHEQUE,ONGOING,3,268197.9776,68216,22738,F,Y,423,11.79514371,Continuing
17388,323162,00:00.0,SIP,CHEQUE,ONGOING,1,13997.6338,912,912,M,N,351,15.34828268,Continuing
17389,323164,00:00.0,SIP,CHEQUE,ONGOING,1,84021.8065,86433,86433,F,N,151,0.972103323,Completed
17390,323173,00:00.0,SIP,CHEQUE,ONGOING,4,1038749.357,312898,78224,M,N,151,13.27916442,Completed
17391,323176,00:00.0,SIP,CHEQUE,ONGOING,1,71.0743,27239,27239,F,N,121,0.002609284,Continuing
17392,323177,00:00.0,SIP,CHEQUE,ONGOING,1,181446.1811,58579,58579,M,N,151,3.097461225,Continuing
17393,323178,00:00.0,SIP,CHEQUE,ONGOING,2,808519.9101,232933,116466,M,N,151,6.942111089,Completed
17394,323179,00:00.0,SIP,CHEQUE,ONGOING,2,451282.6721,230573,115286,M,N,151,3.914462052,Completed
17395,323180,00:00.0,SIP,CHEQUE,ONGOING,1,18302.2916,60811,60811,M,N,151,0.300970081,Continuing
17396,323181,00:00.0,SIP,CHEQUE,ONGOING,3,1533219.238,226465,75488,M,N,151,20.31076777,Completed
17397,323182,00:00.0,SIP,CHEQUE,ONGOING,3,75449.2205,69350,23116,M,N,151,3.263939284,Continuing
17398,323184,00:00.0,SIP,CHEQUE,ONGOING,1,628583.3841,698,698,M,Y,224,900.5492609,Continuing
17399,323443,00:00.0,SIP,CHEQUE,ONGOING,1,7557.2077,102764,102764,M,N,131,0.073539447,Completed
17400,323446,00:00.0,SIP,CHEQUE,ONGOING,8,2883494.893,905233,113154,M,N,523,25.48292498,Completed
17401,323447,00:00.0,SIP,CHEQUE,ONGOING,1,5471.605,19196,19196,F,N,151,0.28503881,Continuing
17402,323449,00:00.0,LUMSUM,CHEQUE,ONGOING,3,17638.2228,2635,878,F,N,351,20.08909203,Continuing
17403,323451,00:00.0,SIP,CHEQUE,ONGOING,2,963664.3444,119510,59755,M,N,151,16.12692401,Continuing
17404,323452,00:00.0,LUMSUM,CHEQUE,ONGOING,7,5647594.527,219967,31423,M,Y,325,179.7280504,Continuing
17405,323453,00:00.0,SIP,CHEQUE,ONGOING,3,218636.6699,63669,21223,M,N,151,10.30187391,Continuing
17406,323454,00:00.0,SIP,CHEQUE,ONGOING,1,284338.4656,116566,116566,M,Y,422,2.439291608,Completed
17407,323455,00:00.0,SIP,CHEQUE,ONGOING,3,1808689.442,166420,55473,F,Y,423,32.60486078,Continuing
17408,323459,00:00.0,SIP,CHEQUE,ONGOING,2,53036.8344,178276,89138,F,N,151,0.594996908,Completed
17409,323461,00:00.0,SIP,CHEQUE,ONGOING,1,62620.0024,76563,76563,M,N,151,0.817888568,Completed
17410,323464,00:00.0,SIP,CHEQUE,ONGOING,2,14108.3915,17013,8506,M,N,111,1.65863996,Continuing
17411,323465,00:00.0,SIP,CHEQUE,ONGOING,2,3139.4316,2669,1334,M,N,251,2.353397001,Continuing
17412,323466,00:00.0,SIP,CHEQUE,ONGOING,1,113868.4604,117548,117548,M,N,532,0.968697557,Completed
17413,323467,00:00.0,LUMSUM,CHEQUE,NFO,3,192016.649,1444,481,M,Y,354,399.2030125,Continuing
17414,323469,00:00.0,LUMSUM,CHEQUE,ONGOING,1,1930.4615,26441,26441,F,N,131,0.073010155,Continuing
17415,323470,00:00.0,SIP,CHEQUE,ONGOING,1,93.3042,828,828,M,Y,524,0.112686232,Continuing
17416,323483,00:00.0,SIP,CHEQUE,ONGOING,9,1457073.892,351014,39001,M,N,325,37.35991107,Continuing
17417,323485,00:00.0,SIP,CHEQUE,ONGOING,1,142889.4011,95700,95700,M,N,151,1.49309719,Completed
17418,323486,00:00.0,SIP,CHEQUE,ONGOING,3,1244703.78,341241,113747,F,Y,111,10.94273941,Completed
17419,323488,00:00.0,SIP,CHEQUE,ONGOING,1,2363.5367,12215,12215,M,N,141,0.193494613,Continuing
17420,323683,00:00.0,SIP,CHEQUE,ONGOING,1,1209.3491,1757,1757,M,N,251,0.688303415,Continuing
17421,323685,00:00.0,SIP,CHEQUE,ONGOING,2,94233.1757,77574,38787,M,N,111,2.429504104,Continuing
17422,323688,00:00.0,SIP,CHEQUE,ONGOING,2,863219.4769,215028,107514,M,N,151,8.028902998,Completed
17423,323689,00:00.0,SIP,CHEQUE,ONGOING,1,10419.8248,13615,13615,F,Y,443,0.765319486,Continuing
17424,323706,00:00.0,SIP,CHEQUE,ONGOING,2,97110.8872,129477,64738,M,N,151,1.500060045,Continuing
17425,323708,00:00.0,SIP,CHEQUE,ONGOING,3,134527.773,122902,40967,M,N,151,3.28380826,Continuing
17426,323709,00:00.0,LUMSUM,CHEQUE,ONGOING,3,4002973.721,274804,91601,M,N,152,43.7001094,Completed
17427,323710,00:00.0,SIP,CHEQUE,ONGOING,1,38346.5531,114104,114104,F,N,151,0.336066686,Completed
17428,323712,00:00.0,SIP,CHEQUE,ONGOING,1,1868.4781,27540,27540,M,Y,122,0.067845973,Continuing
17429,323713,00:00.0,SIP,CHEQUE,ONGOING,5,2837901.351,448007,89601,F,N,152,31.67265266,Completed
17430,323715,00:00.0,LUMSUM,CHEQUE,ONGOING,1,33277.2268,2759,2759,M,N,151,12.06133628,Continuing
17431,323716,00:00.0,SIP,CHEQUE,ONGOING,1,1365099.614,71463,71463,M,N,151,19.10218734,Completed
17432,323718,00:00.0,SIP,CHEQUE,ONGOING,3,305306.2769,255005,85001,F,N,151,3.591796295,Completed
17433,323721,00:00.0,LUMSUM,CHEQUE,ONGOING,1,330489.3659,324911,324911,M,N,151,1.017168904,Completed
17434,323723,00:00.0,SIP,CHEQUE,ONGOING,1,31453.9408,81468,81468,F,Y,222,0.386089517,Completed
17435,323724,00:00.0,SIP,CHEQUE,ONGOING,14,2224972.01,374846,26774,M,N,152,83.10196495,Continuing
17436,323726,00:00.0,SIP,CHEQUE,ONGOING,10,6176944.529,808314,80831,M,Y,412,76.41801449,Completed
17437,323727,00:00.0,LUMSUM,CHEQUE,NFO,1,11238.3197,8,8,M,N,415,1404.789963,Continuing
17438,323728,00:00.0,LUMSUM,CHEQUE,ONGOING,2,133316.9607,1013,506,F,N,354,263.4722543,Continuing
17439,323729,00:00.0,SIP,CHEQUE,ONGOING,1,30080.077,114633,114633,M,N,151,0.262403296,Completed
17440,323731,00:00.0,SIP,CHEQUE,ONGOING,3,177303.6293,130722,43574,F,N,151,4.069023484,Continuing
17441,323732,00:00.0,SIP,CHEQUE,ONGOING,1,100829.8056,115649,115649,M,N,151,0.871860592,Completed
17442,323956,00:00.0,SIP,CHEQUE,ONGOING,1,290024.7174,114148,114148,M,N,151,2.540777915,Completed
17443,323958,00:00.0,SIP,CHEQUE,ONGOING,1,5220.3691,53430,53430,F,N,131,0.097704831,Continuing
17444,323959,00:00.0,LUMSUM,CHEQUE,NFO,8,1139509.493,232804,29100,F,Y,523,39.15840181,Continuing
17445,323963,00:00.0,SIP,CHEQUE,ONGOING,2,14365.8389,9063,4531,F,N,151,3.170566961,Continuing
17446,323968,00:00.0,LUMSUM,CHEQUE,ONGOING,3,462267.4679,160174,53391,F,N,151,8.658153395,Continuing
17447,323969,00:00.0,SIP,CHEQUE,ONGOING,1,292845.9181,111807,111807,M,Y,221,2.619209156,Completed
17448,323971,00:00.0,LUMSUM,CHEQUE,ONGOING,1,5349.0856,284,284,F,N,451,18.83480845,Continuing
17449,323972,00:00.0,SIP,CHEQUE,ONGOING,1,3344.5019,1358,1358,F,N,251,2.462814359,Continuing
17450,323973,00:00.0,SIP,CHEQUE,ONGOING,3,1586219.312,233856,77952,M,N,151,20.34866728,Completed
17451,323976,00:00.0,LUMSUM,CHEQUE,ONGOING,6,3174501.289,36866,6144,F,Y,422,516.6831524,Continuing
17452,323978,1899-12-30 00:00:00.000,SIP,CHEQUE,ONGOING,4,169280.5784,768,192,M,Y,423,881.6696792,Continuing
17453,323979,00:00.0,LUMSUM,CHEQUE,ONGOING,1,4475.5736,25905,25905,M,N,141,0.172768716,Continuing
17454,323981,00:00.0,SIP,CHEQUE,ONGOING,2,4396.9761,4210,2105,F,N,151,2.088824751,Continuing
17455,323990,00:00.0,SIP,CHEQUE,ONGOING,2,22727.8482,227761,113880,M,N,141,0.199577171,Completed
17456,323993,00:00.0,SIP,CHEQUE,ONGOING,1,39810.76,112775,112775,M,N,151,0.353010508,Completed
17457,323998,00:00.0,LUMSUM,CHEQUE,ONGOING,1,158543.5506,3698,3698,M,N,152,42.87278275,Continuing
17458,324003,00:00.0,SIP,CHEQUE,ONGOING,1,208882.6452,113984,113984,M,N,151,1.832561107,Completed
17459,324004,00:00.0,SIP,CHEQUE,ONGOING,3,225065.7269,188564,62854,M,N,151,3.580770148,Continuing
17460,324006,00:00.0,SIP,CHEQUE,ONGOING,1,166838.876,114139,114139,F,N,151,1.461716644,Completed
17461,324007,00:00.0,SIP,CHEQUE,ONGOING,1,148788.0109,18043,18043,M,N,151,8.246301108,Continuing
17462,324008,00:00.0,SIP,CHEQUE,ONGOING,5,1832060.148,567423,113484,M,N,151,16.14377488,Completed
17463,324255,00:00.0,SIP,CHEQUE,ONGOING,5,161290.7686,389531,77906,M,N,151,2.070325374,Completed
17464,324257,00:00.0,LUMSUM,CHEQUE,ONGOING,4,1589307.154,325298,81324,M,N,151,19.54290436,Completed
17465,324298,00:00.0,LUMSUM,CHEQUE,ONGOING,1,3130.9404,5460,5460,M,N,151,0.573432308,Continuing
17466,324469,00:00.0,SIP,CHEQUE,ONGOING,1,3751.9733,120431,120431,F,N,121,0.031154547,Completed
17467,324473,00:00.0,SIP,CHEQUE,ONGOING,2,237602.3739,1,0,F,Y,555,inf,Stopped
17468,324546,00:00.0,SIP,CHEQUE,ONGOING,1,297931.7726,116658,116658,M,N,151,2.553890626,Completed
17469,324549,00:00.0,SIP,CHEQUE,ONGOING,1,37241.259,83565,83565,F,N,151,0.445656184,Completed
17470,324553,00:00.0,SIP,CHEQUE,ONGOING,1,214150.4,38863,38863,M,N,151,5.510392919,Continuing
17471,324556,00:00.0,SIP,CHEQUE,ONGOING,6,438297.0501,95503,15917,M,N,111,27.53641076,Continuing
17472,324558,00:00.0,LUMSUM,CHEQUE,ONGOING,6,457523.5119,15451,2575,M,N,153,177.6790337,Continuing
17473,324559,00:00.0,SIP,CHEQUE,ONGOING,1,20579.3651,4800,4800,M,N,111,4.287367729,Continuing
17474,324560,00:00.0,SIP,CHEQUE,ONGOING,1,4854.8855,496,496,M,Y,122,9.788075605,Continuing
17475,324568,00:00.0,SIP,CHEQUE,ONGOING,2,710633.1697,144847,72423,M,N,151,9.812258118,Completed
17476,324570,00:00.0,SIP,CHEQUE,ONGOING,2,143946.4686,98935,49467,M,N,151,2.909949433,Continuing
17477,324575,00:00.0,SIP,CHEQUE,ONGOING,1,12030.4914,2031,2031,M,N,112,5.923432496,Continuing
17478,324576,00:00.0,SIP,CHEQUE,ONGOING,2,321387.6873,21448,10724,M,N,152,29.96901224,Continuing
17479,324578,00:00.0,SIP,CHEQUE,ONGOING,1,72914.8713,15284,15284,M,N,151,4.770666795,Continuing
17480,193272,00:00.0,SIP,CHEQUE,ONGOING,2,26645.5168,278592,139296,M,Y,421,0.19128702,Completed
17481,193274,00:00.0,SIP,CHEQUE,ONGOING,1,10230.6501,23927,23927,M,N,151,0.427577636,Continuing
17482,193275,00:00.0,SIP,CHEQUE,ONGOING,1,4013.1094,136771,136771,M,N,121,0.029341815,Completed
17483,193277,00:00.0,SIP,CHEQUE,ONGOING,5,1360722.854,82700,16540,M,Y,524,82.26861271,Continuing
17484,193401,00:00.0,SIP,CHEQUE,ONGOING,1,81966.2312,142360,142360,M,N,151,0.575767289,Completed
17485,193402,00:00.0,SIP,CHEQUE,ONGOING,5,462129.4059,325632,65126,M,Y,423,7.095927984,Completed
17486,193404,00:00.0,SIP,CHEQUE,ONGOING,1,35316.7685,134746,134746,F,N,151,0.262098827,Completed
17487,193418,00:00.0,SIP,CHEQUE,ONGOING,1,6944.6626,100868,100868,F,N,131,0.068849017,Completed
17488,193419,00:00.0,LUMSUM,CHEQUE,ONGOING,21,16328537.69,341623,16267,M,N,155,1003.782977,Continuing
17489,193421,00:00.0,SIP,CHEQUE,ONGOING,1,2581.3302,18714,18714,M,N,141,0.137935781,Continuing
17490,193443,00:00.0,SIP,CHEQUE,ONGOING,3,207794.0934,154180,51393,F,N,151,4.043237277,Continuing
17491,193444,00:00.0,SIP,CHEQUE,ONGOING,2,42084.3184,185121,92560,M,N,151,0.454670683,Completed
17492,193446,00:00.0,SIP,CHEQUE,ONGOING,2,2648385.258,111863,55931,M,Y,545,47.35093702,Continuing
17493,193447,00:00.0,LUMSUM,CHEQUE,ONGOING,24,2561639.307,85283,3553,M,Y,223,720.9792589,Continuing
17494,193452,00:00.0,SIP,CHEQUE,ONGOING,1,1212938.757,149839,149839,M,N,151,8.094946956,Completed
17495,193455,00:00.0,SIP,CHEQUE,ONGOING,1,41582.1029,138179,138179,M,N,151,0.30092925,Completed
17496,193456,00:00.0,SIP,CHEQUE,ONGOING,1,329122.453,84490,84490,M,N,151,3.895401266,Completed
17497,193457,00:00.0,SIP,CHEQUE,ONGOING,1,49347.9065,130542,130542,M,N,151,0.378023215,Completed
17498,193458,00:00.0,LUMSUM,CHEQUE,ONGOING,10,2380366.991,536439,53643,M,Y,422,44.37423318,Continuing
17499,193462,00:00.0,SIP,CHEQUE,ONGOING,1,70247.9921,14314,14314,M,N,151,4.907642315,Continuing
17500,193463,00:00.0,LUMSUM,CHEQUE,ONGOING,2,113.2109,23553,11776,M,N,121,0.009613697,Continuing
17501,193464,00:00.0,LUMSUM,CHEQUE,ONGOING,1,55218.7878,19419,19419,M,N,151,2.843544353,Continuing
17502,193466,00:00.0,SIP,CHEQUE,ONGOING,3,2345209.966,137523,45841,M,N,152,51.15965982,Continuing
17503,193467,00:00.0,SIP,CHEQUE,ONGOING,1,160918.9212,261,261,M,N,455,616.5475908,Continuing
17504,193472,00:00.0,SIP,CHEQUE,ONGOING,3,1252313.955,142692,47564,F,Y,522,26.32902941,Continuing
17505,193473,00:00.0,SIP,CHEQUE,ONGOING,1,110499.3465,4363,4363,F,Y,152,25.32646035,Continuing
17506,193474,00:00.0,SIP,CHEQUE,ONGOING,3,151805.632,17540,5846,F,N,152,25.9674362,Continuing
17507,193548,00:00.0,SIP,CHEQUE,ONGOING,1,192944.5507,136187,136187,F,N,151,1.416761884,Completed
17508,193554,00:00.0,SIP,CHEQUE,ONGOING,2,210404.5427,94489,47244,M,Y,524,4.453571728,Continuing
17509,193556,00:00.0,SIP,CHEQUE,ONGOING,1,329428.1265,133154,133154,F,N,151,2.474038531,Completed
17510,193560,00:00.0,SIP,CHEQUE,ONGOING,1,5766.7035,24156,24156,M,N,151,0.238727583,Continuing
17511,193568,00:00.0,SIP,CHEQUE,ONGOING,1,13168.2949,2312,2312,M,N,151,5.695629282,Continuing
17512,193571,00:00.0,SIP,CHEQUE,ONGOING,1,91736.0398,142569,142569,M,N,151,0.643450117,Completed
17513,193572,00:00.0,SIP,CHEQUE,ONGOING,1,650.1893,40832,40832,M,N,121,0.015923523,Continuing
17514,193574,00:00.0,LUMSUM,CHEQUE,ONGOING,2,1346913.821,204066,102033,M,N,151,13.20076662,Completed
17515,193575,00:00.0,SIP,CHEQUE,ONGOING,1,487248.2996,129623,129623,M,N,151,3.758964841,Completed
17516,193576,00:00.0,SIP,CHEQUE,ONGOING,1,17544.0026,147960,147960,M,N,141,0.118572605,Completed
17517,193578,00:00.0,SIP,CHEQUE,ONGOING,1,551.9002,135960,135960,M,N,121,0.004059284,Completed
17518,193580,00:00.0,SIP,CHEQUE,ONGOING,1,43786.5061,130958,130958,M,N,151,0.334355336,Completed
17519,193584,00:00.0,SIP,CHEQUE,ONGOING,1,39985.8755,129168,129168,M,N,151,0.309564873,Completed
17520,193589,00:00.0,SIP,CHEQUE,ONGOING,1,19272.0536,35777,35777,F,N,151,0.538671593,Continuing
17521,193590,00:00.0,SIP,CHEQUE,ONGOING,1,158839.8364,31848,31848,F,N,151,4.987435205,Continuing
17522,193594,00:00.0,SIP,CHEQUE,ONGOING,1,9736.1061,7363,7363,M,N,151,1.322301521,Continuing
17523,193600,00:00.0,SIP,CHEQUE,ONGOING,2,414374.2672,158488,79244,M,N,151,5.229093271,Completed
17524,193602,00:00.0,LUMSUM,CHEQUE,NFO,1,84837.467,1607,1607,F,Y,323,52.79244991,Continuing
17525,193605,00:00.0,SIP,CHEQUE,ONGOING,1,9217.4441,25229,25229,M,N,151,0.365351147,Continuing
17526,193607,00:00.0,SIP,CHEQUE,ONGOING,13,1713232.107,842151,64780,M,N,152,26.44692971,Completed
17527,193608,00:00.0,SIP,CHEQUE,ONGOING,1,7323.0289,13437,13437,M,N,151,0.544989871,Continuing
17528,193610,00:00.0,SIP,CHEQUE,ONGOING,1,945.6975,122829,122829,M,N,425,0.007699301,Completed
17529,193630,00:00.0,LUMSUM,CHEQUE,NFO,1,449336.459,1607,1607,M,Y,323,279.6119844,Continuing
17530,193631,00:00.0,SIP,CHEQUE,ONGOING,2,82.3661,34987,17493,M,N,121,0.004708518,Continuing
17531,193632,00:00.0,LUMSUM,CHEQUE,ONGOING,1,652936.7252,26322,26322,F,N,151,24.8057414,Continuing
17532,193732,00:00.0,SIP,CHEQUE,ONGOING,1,2800.2463,21259,21259,M,N,123,0.131720509,Continuing
17533,193734,00:00.0,LUMSUM,CHEQUE,ONGOING,1,151711.274,1607,1607,M,Y,114,94.40651773,Continuing
17534,193735,00:00.0,SIP,CHEQUE,ONGOING,1,0.0224,78839,78839,F,N,121,2.84E-07,Completed
17535,193737,00:00.0,SIP,CHEQUE,ONGOING,1,5912.6143,32646,32646,M,N,141,0.181112979,Continuing
17536,193739,00:00.0,SIP,CHEQUE,ONGOING,1,130423.2831,126585,126585,M,Y,334,1.030321785,Completed
17537,193740,00:00.0,SIP,CHEQUE,ONGOING,6,2145529.948,393918,65653,M,N,152,32.67984628,Completed
17538,193743,00:00.0,LUMSUM,CHEQUE,NFO,1,448683.235,1607,1607,M,N,254,279.2054978,Continuing
17539,193749,00:00.0,SIP,CHEQUE,ONGOING,4,1048709.004,345030,86257,M,N,151,12.15795824,Completed
17540,193750,00:00.0,SIP,CHEQUE,ONGOING,2,44457.8144,198046,99023,M,Y,442,0.448964527,Completed
17541,193751,00:00.0,SIP,CHEQUE,ONGOING,2,639647.5022,79027,39513,M,N,151,16.18827986,Continuing
17542,193757,00:00.0,LUMSUM,CHEQUE,ONGOING,1,35657.5544,13352,13352,M,N,151,2.670577771,Continuing
17543,193758,00:00.0,SIP,CHEQUE,ONGOING,1,90318.695,135770,135770,M,Y,523,0.665233078,Completed
17544,193759,00:00.0,SIP,CHEQUE,ONGOING,3,745204.9861,163096,54365,M,Y,524,13.70744019,Continuing
17545,193760,00:00.0,SIP,CHEQUE,ONGOING,1,341605.1856,134148,134148,M,N,151,2.5464799,Completed
17546,193761,00:00.0,SIP,CHEQUE,ONGOING,1,2450.64,2,2,F,Y,555,1225.32,Continuing
17547,193763,00:00.0,SIP,CHEQUE,ONGOING,1,51513.6476,74264,74264,M,N,151,0.693655709,Completed
17548,193767,00:00.0,SIP,CHEQUE,ONGOING,1,25514.3059,131338,131338,M,N,141,0.194264462,Completed
17549,193771,00:00.0,SIP,CHEQUE,ONGOING,2,14755.6964,33812,16906,F,N,151,0.872808257,Continuing
17550,193772,00:00.0,LUMSUM,CHEQUE,ONGOING,1,3558649.561,510723,510723,M,Y,552,6.967866261,Completed
17551,193776,00:00.0,LUMSUM,CHEQUE,ONGOING,2,110102.4514,3925,1962,M,N,152,56.11745739,Continuing
17552,193778,00:00.0,SIP,CHEQUE,ONGOING,1,14501.6247,3371,3371,M,N,151,4.301876209,Continuing
17553,193780,00:00.0,SIP,CHEQUE,ONGOING,1,8231.7269,1445,1445,F,N,251,5.696696817,Continuing
17554,193782,00:00.0,SIP,CHEQUE,ONGOING,1,4337.8461,129232,129232,M,Y,323,0.033566347,Completed
17555,69551,00:00.0,LUMSUM,CHEQUE,ONGOING,1,58694.2339,12778,12778,M,N,151,4.593381899,Continuing
17556,193882,00:00.0,LUMSUM,CHEQUE,NFO,1,151711.274,1607,1607,F,N,252,94.40651773,Continuing
17557,193883,00:00.0,SIP,CHEQUE,ONGOING,2,47752.1174,135777,67888,M,Y,223,0.703395554,Completed
17558,193906,00:00.0,SIP,CHEQUE,ONGOING,1,445452.677,134481,134481,M,Y,522,3.312383735,Completed
17559,193909,00:00.0,SIP,CHEQUE,ONGOING,13,746927.2015,373764,28751,M,Y,532,25.97917295,Continuing
17560,193910,00:00.0,SIP,CHEQUE,ONGOING,1,17744.6977,47806,47806,M,N,151,0.371181394,Continuing
17561,193911,00:00.0,LUMSUM,CHEQUE,ONGOING,1,3580.6467,3885,3885,F,N,151,0.921659382,Continuing
17562,193913,00:00.0,LUMSUM,CHEQUE,ONGOING,3,1098172.499,121148,40382,M,N,152,27.194604,Continuing
17563,193914,00:00.0,SIP,CHEQUE,ONGOING,1,123308.2459,106489,106489,F,N,151,1.157943505,Completed
17564,193917,00:00.0,SIP,CHEQUE,ONGOING,8,4263984.746,857317,107164,F,N,152,39.7893392,Completed
17565,193918,00:00.0,SIP,CHEQUE,ONGOING,1,51314.0199,2415,2415,M,N,151,21.24804137,Continuing
17566,193931,00:00.0,SIP,CHEQUE,ONGOING,2,178009.4943,25822,12911,F,N,151,13.78742888,Continuing
17567,193974,00:00.0,SIP,CHEQUE,ONGOING,5,416281.7591,48507,9701,M,Y,524,42.91122143,Continuing
17568,193978,00:00.0,LUMSUM,CHEQUE,ONGOING,1,75692.331,1607,1607,M,Y,543,47.10163721,Continuing
17569,194061,00:00.0,SIP,CHEQUE,ONGOING,1,2803.6105,29607,29607,M,N,131,0.094694177,Continuing
17570,194063,00:00.0,SIP,CHEQUE,ONGOING,2,112773.47,299778,149889,M,N,151,0.752379894,Completed
17571,194065,00:00.0,SIP,CHEQUE,ONGOING,6,2702473.02,243876,40646,F,N,152,66.48804359,Continuing
17572,194070,00:00.0,LUMSUM,CHEQUE,ONGOING,2,6742137.321,264133,132066,M,N,152,51.05127225,Completed
17573,194071,00:00.0,LUMSUM,CHEQUE,ONGOING,1,256001.8672,1617,1617,M,N,253,158.3190273,Continuing
17574,194072,00:00.0,LUMSUM,CHEQUE,ONGOING,1,0.0112,60552,60552,M,N,121,1.85E-07,Continuing
17575,194073,00:00.0,SIP,CHEQUE,ONGOING,2,65005.5472,181362,90681,M,N,151,0.71685962,Completed
17576,194074,00:00.0,SIP,CHEQUE,ONGOING,1,22569.611,131839,131839,M,N,325,0.171190702,Completed
17577,194076,00:00.0,SIP,CHEQUE,ONGOING,3,148588.0142,30143,10047,M,N,151,14.78929175,Continuing
17578,194078,00:00.0,SIP,CHEQUE,ONGOING,2,364809.7228,187657,93828,M,N,151,3.888068837,Completed
17579,194079,00:00.0,SIP,CHEQUE,ONGOING,1,484912.7492,129837,129837,F,N,151,3.734780911,Completed
17580,194088,00:00.0,SIP,CHEQUE,ONGOING,1,7388.5176,726,726,M,N,351,10.17702149,Continuing
17581,194089,00:00.0,SIP,CHEQUE,ONGOING,1,49432.7758,124820,124820,M,N,151,0.396032493,Completed
17582,194090,00:00.0,SIP,CHEQUE,ONGOING,1,482414.4548,128711,128711,F,N,151,3.748043717,Completed
17583,194093,00:00.0,SIP,CHEQUE,ONGOING,11,140226.1979,184488,16771,M,Y,422,8.361230571,Continuing
17584,194096,00:00.0,SIP,CHEQUE,ONGOING,1,52707.2244,4786,4786,M,N,151,11.01279239,Continuing
17585,194097,00:00.0,SIP,CHEQUE,ONGOING,1,1102655.828,127513,127513,M,N,151,8.647399311,Completed
17586,194098,00:00.0,SIP,CHEQUE,ONGOING,1,305991.9417,124565,124565,M,N,151,2.456484098,Completed
17587,194099,00:00.0,SIP,CHEQUE,ONGOING,1,34507.4569,130361,130361,M,N,151,0.264706905,Completed
17588,194103,00:00.0,SIP,CHEQUE,ONGOING,1,539.3816,43293,43293,M,N,121,0.012458864,Continuing
17589,194104,1899-12-30 00:00:00.000,SIP,CHEQUE,ONGOING,2,862098.3442,140257,70128,M,Y,223,12.29321162,Completed
17590,194106,00:00.0,SIP,CHEQUE,ONGOING,1,2275.5162,138292,138292,M,N,121,0.016454431,Completed
17591,194108,00:00.0,SIP,CHEQUE,ONGOING,5,1272117.745,324919,64983,F,N,151,19.57616216,Completed
17592,194109,00:00.0,SIP,CHEQUE,ONGOING,3,174714.7835,501,167,M,Y,423,1046.196308,Continuing
17593,194110,00:00.0,SIP,CHEQUE,ONGOING,1,2567.0789,726,726,M,N,351,3.53592135,Continuing
17594,194111,00:00.0,SIP,CHEQUE,ONGOING,1,2.505,14790,14790,M,N,121,0.000169371,Continuing
17595,194112,00:00.0,SIP,CHEQUE,ONGOING,1,39966.5887,77254,77254,M,N,151,0.517340056,Completed
17596,194117,00:00.0,SIP,CHEQUE,ONGOING,2,285283.3268,9144,4572,F,N,152,62.397928,Continuing
17597,194120,00:00.0,SIP,CHEQUE,ONGOING,2,17442.2598,189006,94503,M,Y,142,0.184568318,Completed
17598,194121,00:00.0,SIP,CHEQUE,ONGOING,1,61374.5643,43658,43658,M,N,151,1.405803388,Continuing
17599,194123,00:00.0,SIP,CHEQUE,ONGOING,3,210998.4998,381915,127305,F,Y,124,1.65742508,Completed
17600,194193,00:00.0,SIP,CHEQUE,ONGOING,1,814994.2621,127647,127647,M,N,151,6.384750618,Completed
17601,194194,00:00.0,LUMSUM,CHEQUE,ONGOING,6,1262447.067,59600,9933,F,Y,544,127.0962515,Continuing
